,BA_DENSE_1,BA_DENSE_2,BA_DENSE_3,BA_LSTM_1,BA_LSTM_2,BA_LSTM_3,OF_DENSE_1,OF_DENSE_2,OF_DENSE_3,OF_LSTM_1,OF_LSTM_2,OF_LSTM_3,HF_DENSE_1,HF_DENSE_2,HF_DENSE_3,HF_LSTM_1,HF_LSTM_2,HF_LSTM_3
0,,,,0.5602802634239197,0.5088087320327759,0.6714084148406982,,,,1.2405061721801758,0.07747266441583633,2.627213716506958,,,,0.0018314032349735498,0.8417691588401794,0.0004190520558040589
1,,,1.705165147781372,1.8778493404388428,1.5563616752624512,1.6415295600891113,1.2513468265533447,,,1.267377495765686,2.7485756874084473,1.4970502853393555,1.2198542356491089,,,1.0324788093566895,1.7483086585998535,2.0400006771087646
2,,,1.3381626605987549,1.65480637550354,1.2220468521118164,1.1383103132247925,1.2167092561721802,,,1.5578117370605469,4.971172332763672,0.3791782259941101,1.1823928356170654,,,0.9701160192489624,0.4503125548362732,0.5378199815750122
3,,,1.5020387172698975,1.3262726068496704,1.4901611804962158,1.1056914329528809,1.2167092561721802,,,0.8371395468711853,4.460514545440674,0.310676246881485,1.1823928356170654,,,0.5552057027816772,0.22341245412826538,0.29481229186058044
4,,,1.433412790298462,1.366879940032959,1.3369035720825195,1.1170237064361572,1.2110074758529663,,,1.3439704179763794,0.05671196058392525,0.5010325312614441,1.1823928356170654,,,1.0536985397338867,0.4572329819202423,0.2509406805038452
5,1.0531411170959473,,0.5858594179153442,0.7208176851272583,0.9436285495758057,0.70722895860672,0.8730456829071045,1.065035104751587,1.0728332996368408,1.6768752336502075,0.37759608030319214,2.891416311264038,0.9208447933197021,,0.7946643829345703,0.0007104733376763761,0.5913004875183105,0.0005416594794951379
6,1.1198103427886963,,1.3629071712493896,1.2487668991088867,0.9574918150901794,1.097295880317688,1.2167092561721802,1.1142939329147339,1.1120761632919312,0.8526974320411682,5.880297660827637,0.4122828543186188,1.1823928356170654,,0.8520877957344055,1.4935041666030884,0.33334916830062866,0.056600332260131836
7,1.1198103427886963,,1.2432653903961182,0.6912091970443726,0.9998688697814941,1.121044635772705,1.1676234006881714,1.1142939329147339,1.1120761632919312,0.6372179985046387,6.134614944458008,0.4538493752479553,1.1823928356170654,,0.8088358640670776,1.0380935668945312,0.45642203092575073,0.27648019790649414
8,1.0531411170959473,,0.3164505660533905,1.260292649269104,1.4354076385498047,0.6819047927856445,0.8730456829071045,1.065035104751587,1.0728332996368408,2.3574178218841553,0.12952299416065216,1.9748202562332153,0.9208447933197021,,0.8398279547691345,0.0011728082317858934,0.4699336886405945,0.000687958556227386
9,1.1198103427886963,,1.2586554288864136,1.025530219078064,0.7818606495857239,1.1483471393585205,1.2057116031646729,1.1142939329147339,1.1120761632919312,1.4082825183868408,1.9641180038452148,0.28432631492614746,1.1823928356170654,,0.8057788610458374,1.0571318864822388,0.08263049274682999,0.1081928238272667
10,1.0531411170959473,1.0480031967163086,0.572919487953186,1.1929333209991455,1.1895958185195923,0.7380743026733398,0.8730456829071045,1.065035104751587,1.0728332996368408,1.0251977443695068,1.6617385149002075,2.533931255340576,0.9208447933197021,1.0749284029006958,0.8303128480911255,0.005967419594526291,0.7182910442352295,0.000756216119043529
11,1.1244899034500122,1.1242728233337402,1.6296484470367432,1.4453320503234863,1.3126283884048462,1.5355172157287598,1.2513468265533447,1.117375135421753,1.1114345788955688,0.7452352046966553,1.690551519393921,1.416641354560852,1.2198542356491089,1.1105976104736328,2.419743299484253,1.0628005266189575,1.2727559804916382,1.3371810913085938
12,1.1244899034500122,1.1242728233337402,1.4387485980987549,1.306969404220581,1.3760590553283691,1.5478706359863281,1.2513468265533447,1.11223304271698,1.1114345788955688,1.1069824695587158,2.2496912479400635,1.5711255073547363,1.2198542356491089,1.1105976104736328,2.107705593109131,0.2950969636440277,1.0753512382507324,0.7680302858352661
13,1.1244899034500122,1.1242728233337402,1.3346259593963623,1.3201805353164673,1.3068091869354248,1.6226886510849,1.2331345081329346,1.117375135421753,1.1114345788955688,0.9046391844749451,1.788697361946106,1.4240180253982544,1.2198542356491089,1.1105976104736328,2.2333006858825684,0.505400538444519,0.9526322484016418,1.0833557844161987
14,1.0531411170959473,1.0845812559127808,0.47216206789016724,0.824650764465332,1.1765811443328857,0.726132869720459,0.9210526943206787,1.065035104751587,1.0728332996368408,1.5935250520706177,0.7276113629341125,2.692141056060791,0.9208447933197021,1.0749284029006958,0.9389654397964478,0.015923716127872467,4.338265419006348,0.00039641151670366526
15,1.446636438369751,1.12554931640625,1.4009121656417847,1.340386986732483,0.8135126233100891,1.2257671356201172,1.2167092561721802,1.1142939329147339,1.1120761632919312,0.8509407043457031,1.2334935665130615,0.45924216508865356,1.1823928356170654,1.1107382774353027,0.8574343323707581,0.5796843767166138,0.3749554753303528,0.19552715122699738
16,1.1198103427886963,1.12554931640625,1.4891715049743652,1.07358717918396,0.927265465259552,1.2063847780227661,1.2108590602874756,1.1142939329147339,1.1120761632919312,0.8259668946266174,1.562734842300415,0.3204304873943329,1.1823928356170654,1.1107382774353027,0.7794460654258728,0.8356447815895081,0.16346381604671478,0.41726937890052795
17,1.0531411170959473,1.0480031967163086,0.4888286590576172,1.2649730443954468,0.9910117387771606,0.7623937726020813,0.8730456829071045,1.065035104751587,1.0728332996368408,1.3231538534164429,0.9173582792282104,2.4833264350891113,0.9208447933197021,1.0749284029006958,0.9161700010299683,0.0010207447921857238,0.4692245125770569,0.0003256267518736422
18,1.1198103427886963,1.12554931640625,1.6120383739471436,0.6794407963752747,1.376574993133545,1.1578713655471802,1.2155511379241943,1.1515228748321533,1.1120761632919312,1.469903826713562,4.458503723144531,0.4032268822193146,1.1823928356170654,1.1107382774353027,0.8115103840827942,0.9288400411605835,0.22027526795864105,4.217225074768066
19,1.9029353857040405,1.0480031967163086,0.5929675102233887,1.568427324295044,0.741325855255127,0.7192273139953613,0.8730456829071045,1.065035104751587,1.0728332996368408,1.7212549448013306,0.4063345491886139,3.0829081535339355,0.9208447933197021,1.0749284029006958,0.9104267358779907,0.007222968153655529,3.271667957305908,0.001587560516782105
20,1.1244899034500122,1.0538156032562256,1.3028655052185059,1.2640283107757568,1.170903205871582,1.591668963432312,1.2513468265533447,1.1054553985595703,1.1114345788955688,0.53033447265625,1.370289921760559,1.381969928741455,1.2198542356491089,1.1105976104736328,1.7980384826660156,0.7317696213722229,1.7626163959503174,0.05510875582695007
21,1.1198103427886963,1.208831548690796,1.2973268032073975,0.9159879684448242,1.4243966341018677,1.1492562294006348,1.2167092561721802,1.1142939329147339,1.1120761632919312,1.1904497146606445,2.8585431575775146,0.4359031021595001,1.1823928356170654,1.1107382774353027,0.9120591282844543,1.0358796119689941,0.4098968505859375,3.1596622467041016
22,1.4465042352676392,1.12554931640625,1.4498497247695923,1.1114909648895264,1.3568123579025269,1.169281244277954,1.2167092561721802,2.6554324626922607,1.1120761632919312,0.9347837567329407,2.4649789333343506,0.3743792176246643,1.1823928356170654,1.1107382774353027,0.8539922833442688,1.0381498336791992,0.414193719625473,1.9068437814712524
23,1.0989235639572144,1.1242728233337402,1.460965633392334,1.584210991859436,1.2172789573669434,1.414973258972168,1.2279441356658936,1.117375135421753,1.8067808151245117,1.2070815563201904,1.329275369644165,1.4947346448898315,1.2198542356491089,1.1105976104736328,1.8694707155227661,2.5611135959625244,1.3532114028930664,0.35279905796051025
24,1.0531411170959473,1.0480031967163086,0.6132360100746155,0.5698660612106323,0.682094156742096,0.881255030632019,0.942633867263794,1.0651873350143433,1.0728332996368408,1.2557792663574219,2.8115007877349854,3.028280735015869,0.9208447933197021,1.0749284029006958,0.857173502445221,0.004160677082836628,0.44714123010635376,0.07466443628072739
25,1.1198103427886963,1.12554931640625,1.884963035583496,1.4667253494262695,1.7731223106384277,1.2178266048431396,1.2115974426269531,1.1142939329147339,1.1315696239471436,1.171950340270996,1.905339002609253,0.42132478952407837,1.1823928356170654,1.1107382774353027,0.8549662232398987,0.1095007136464119,0.18359988927841187,1.4837220907211304
26,1.1244899034500122,1.1242728233337402,2.2344982624053955,1.5760908126831055,1.1517815589904785,1.3737181425094604,1.2513468265533447,1.117375135421753,1.1480488777160645,1.2691636085510254,2.561800241470337,1.4288101196289062,1.2198542356491089,1.1105976104736328,2.0634665489196777,0.5394753813743591,1.1330853700637817,0.3868620991706848
27,0.937658965587616,1.0480031967163086,0.4724585711956024,0.990318238735199,0.6664493083953857,0.7797757387161255,0.8929577469825745,1.065035104751587,1.065169095993042,0.8722881078720093,0.1895386427640915,3.2289650440216064,0.9208447933197021,1.0749284029006958,0.7968633770942688,0.0011950739426538348,0.7101219296455383,0.008312508463859558
28,1.0531411170959473,1.059569239616394,0.3349355459213257,1.026838779449463,0.48854702711105347,0.6867570877075195,0.8730456829071045,1.0665347576141357,1.0728332996368408,0.7595279812812805,0.2712915539741516,2.6091830730438232,0.9208447933197021,1.0749284029006958,0.8008638024330139,0.0013823487097397447,0.08316803723573685,0.007057854440063238
29,1.0531411170959473,1.0480031967163086,0.819162130355835,1.2073842287063599,0.6029720306396484,0.7251324653625488,0.795025110244751,1.065035104751587,1.0728332996368408,0.5708116888999939,0.15074566006660461,2.7271313667297363,0.9208447933197021,1.0749284029006958,0.8928958177566528,0.00547291524708271,0.04082321375608444,3.1312170028686523
