,BA_DENSE_1,BA_DENSE_2,BA_DENSE_3,BA_LSTM_1,BA_LSTM_2,BA_LSTM_3,OF_DENSE_1,OF_DENSE_2,OF_DENSE_3,OF_LSTM_1,OF_LSTM_2,OF_LSTM_3,HF_DENSE_1,HF_DENSE_2,HF_DENSE_3,HF_LSTM_1,HF_LSTM_2,HF_LSTM_3
0,,,,0.7247018218040466,0.20829443633556366,7.086580276489258,,,,0.19096849858760834,0.2033102959394455,10.928985595703125,,,,0.09484051167964935,0.044368136674165726,1.1195940971374512
1,1.0816484689712524,,,2.188516855239868,5.044905185699463,1.3501462936401367,1.1918201446533203,,1.1410921812057495,4.885769367218018,3.4184935092926025,2.13185453414917,3.284210205078125,,2.3832006454467773,0.730395495891571,3.466592788696289,7.552866458892822
2,0.630854606628418,,,0.27959004044532776,0.1100115180015564,5.7036967277526855,0.6094755530357361,,1.0817235708236694,0.0014869834994897246,1.7106859683990479,10.811285972595215,1.1661710739135742,,0.9807462692260742,0.003103561233729124,0.047807805240154266,0.31450849771499634
3,1.079385757446289,,,1.231577754020691,4.120208740234375,1.7103008031845093,0.8229029178619385,,1.1410921812057495,4.816812038421631,0.22778308391571045,5.18182373046875,1.4445545673370361,,2.512515068054199,1.5853058099746704,2.498892068862915,1.2455368041992188
4,1.1018452644348145,,,1.7002300024032593,4.871640682220459,1.7627592086791992,0.7251347303390503,,1.1410921812057495,4.779730319976807,2.834460735321045,3.3701953887939453,1.3000400066375732,,2.622640609741211,0.06713136285543442,2.9711437225341797,1.1911102533340454
5,1.2148228883743286,0.45417892932891846,,1.362565517425537,4.8415069580078125,1.7230777740478516,1.2652463912963867,,1.055587649345398,0.2293800711631775,4.175430774688721,0.3330017328262329,1.8074073791503906,1.1442234516143799,1.1090694665908813,0.7810483574867249,2.3775150775909424,1.6687595844268799
6,1.8128435611724854,1.296825647354126,,3.7018368244171143,0.9484378695487976,0.5093972682952881,1.247191071510315,,1.0743510723114014,5.507320404052734,0.7570621967315674,0.3992125391960144,0.9497477412223816,1.0838593244552612,0.9447675943374634,8.012388229370117,0.04070659354329109,5.815568923950195
7,0.7331165075302124,1.4034478664398193,,0.11371274292469025,0.8709927201271057,1.3778961896896362,0.8462313413619995,,1.935814380645752,4.2274169921875,1.287537932395935,10.479011535644531,1.1661710739135742,1.0693211555480957,0.981471836566925,1.1234263181686401,0.28896069526672363,0.07598408311605453
8,1.1568986177444458,1.0379811525344849,,1.1076518297195435,2.789151668548584,1.834009051322937,1.2064971923828125,,1.164668083190918,3.4003098011016846,2.591639280319214,1.7043302059173584,1.1986408233642578,0.8655532002449036,1.431840419769287,2.1409828662872314,2.9047257900238037,2.7194299697875977
9,1.4863243103027344,0.8341789841651917,,4.034917831420898,0.5620636940002441,0.5864209532737732,1.516618013381958,,1.0743510723114014,8.920517921447754,0.4452589750289917,0.18879492580890656,0.9497477412223816,1.0838593244552612,0.8854295015335083,0.2250349074602127,2.7203760147094727,6.2114577293396
10,0.6229326128959656,1.0764087438583374,1.0824534893035889,0.34672537446022034,1.7885457277297974,0.9394265413284302,0.8028845191001892,0.8701791763305664,1.0817235708236694,0.0014947204617783427,1.3213326930999756,10.924654006958008,1.165564775466919,1.0693211555480957,1.0323004722595215,5.312579154968262,0.9357912540435791,0.04798996075987816
11,1.1594715118408203,0.5357610583305359,1.1357040405273438,0.9453229904174805,7.317751407623291,2.363823890686035,1.2938202619552612,1.0343892574310303,1.1410921812057495,6.992998123168945,1.515970230102539,1.4416682720184326,1.1986408233642578,1.1442234516143799,1.3011071681976318,1.6627148389816284,2.807640790939331,4.240843296051025
12,1.2148228883743286,1.1003499031066895,1.1357040405273438,1.890161156654358,9.920058250427246,3.426629066467285,1.639211654663086,1.0590407848358154,1.1410921812057495,6.962768077850342,1.2561655044555664,0.20088231563568115,1.1986408233642578,1.1442234516143799,1.427276849746704,2.0074379444122314,2.8171021938323975,3.0826685428619385
