,BA_DENSE_1,BA_DENSE_2,BA_DENSE_3,BA_LSTM_1,BA_LSTM_2,BA_LSTM_3,OF_DENSE_1,OF_DENSE_2,OF_DENSE_3,OF_LSTM_1,OF_LSTM_2,OF_LSTM_3,HF_DENSE_1,HF_DENSE_2,HF_DENSE_3,HF_LSTM_1,HF_LSTM_2,HF_LSTM_3
0,,,,1.1384412050247192,1.0285792350769043,2.520296573638916,,,,1.1148288249969482,0.922501266002655,1.4221504926681519,,,,0.1745224893093109,0.1435430347919464,1.2256940603256226
1,,1.1797215938568115,1.5434558391571045,0.7622888684272766,0.5208189487457275,2.1491525173187256,1.0104014873504639,,1.132881760597229,1.6993169784545898,1.241868257522583,0.4109433889389038,1.8015966415405273,,,1.9805907011032104,1.8236236572265625,0.5921539664268494
2,,1.0905885696411133,1.183774709701538,1.2336634397506714,1.090675711631775,2.402117967605591,0.8346889019012451,,1.0379794836044312,1.0277050733566284,0.9104583263397217,0.7369537353515625,0.618157684803009,,,0.49954405426979065,0.42154568433761597,1.1247481107711792
3,,1.031092882156372,0.6059869527816772,1.9941643476486206,3.1293673515319824,0.07103507965803146,1.4591960906982422,,1.0393911600112915,1.0345418453216553,1.7400288581848145,4.2653422355651855,1.2811510562896729,,,0.041125521063804626,3.005563735961914,1.5737063884735107
4,,1.1797215938568115,1.4156802892684937,0.5125816464424133,0.5774742364883423,2.4356818199157715,0.9424575567245483,,1.1575864553451538,0.8767606616020203,1.1027071475982666,0.32244375348091125,1.8537921905517578,,,1.2030653953552246,1.588960886001587,0.5941529273986816
5,1.1744880676269531,1.1797215938568115,1.1588315963745117,0.3939419090747833,0.6766505241394043,1.4310208559036255,0.9176120162010193,1.0539593696594238,1.3417956829071045,0.7126472592353821,0.9431052207946777,0.1818554848432541,1.5146872997283936,,1.089747428894043,1.221477746963501,0.7891272306442261,0.5676982402801514
6,0.9377695322036743,0.6107335686683655,0.8761086463928223,2.055975914001465,2.7378883361816406,0.19701072573661804,0.968146026134491,1.126570701599121,1.0393911600112915,1.2096785306930542,1.279435634613037,1.6821050643920898,1.47464919090271,,1.0899908542633057,0.06662315875291824,4.265443801879883,1.5326933860778809
7,0.7634550333023071,1.1797215938568115,1.1205902099609375,0.5033512711524963,0.8751896619796753,1.8455027341842651,1.2472100257873535,1.1086671352386475,1.118131160736084,0.8943740725517273,0.7266085147857666,0.04080776497721672,1.47597336769104,,1.1058692932128906,1.224578857421875,2.6281256675720215,0.5981307625770569
8,1.1744880676269531,1.1755874156951904,1.4612421989440918,0.6277936697006226,0.9118293523788452,1.7946678400039673,1.1619367599487305,0.9083482623100281,1.1223076581954956,0.6737341284751892,1.255378007888794,0.027804745361208916,1.4857633113861084,,1.1249139308929443,3.1299026012420654,0.6464598774909973,0.6260324716567993
9,0.8234001398086548,1.0905885696411133,1.1353076696395874,1.1872259378433228,0.8425107002258301,1.8562737703323364,0.5806736350059509,1.1080554723739624,1.063254714012146,1.5244786739349365,0.4015370011329651,6.268847942352295,1.075386881828308,,1.1163309812545776,2.0922813415527344,0.0896172821521759,1.2993812561035156
