spread,buys,sells,bids_distance_0,bids_distance_1,bids_distance_2,bids_distance_3,bids_distance_4,bids_distance_5,bids_distance_6,bids_distance_7,bids_distance_8,bids_distance_9,bids_distance_10,bids_distance_11,bids_distance_12,bids_distance_13,bids_distance_14,asks_distance_0,asks_distance_1,asks_distance_2,asks_distance_3,asks_distance_4,asks_distance_5,asks_distance_6,asks_distance_7,asks_distance_8,asks_distance_9,asks_distance_10,asks_distance_11,asks_distance_12,asks_distance_13,asks_distance_14
-0.34470104067255714,2.165921309426565,0.594855567781195,0.3452362345802533,-0.34010715356944254,-1.1050296690030998,-3.4161675972199768,-2.778968595347697,-2.36981953590611,-2.032512065059542,-1.7485241632655941,-1.6067188814016962,-1.466338188432058,-1.289812998513747,-1.120617630247249,-1.0212164206535006,-0.8519762959107131,-1.3234899175649577,-0.34523623457972114,-0.36677466342177634,-0.18772474738908704,-0.3537037614902941,0.05536319307294893,-0.17068046096208475,1.3435702255087465,1.2071608777000344,1.2642957084752198,1.0580982498026024,1.2178420728687955,1.1367317657747595,1.0577895939321296,1.0867742132841711,1.1414304019941632
-0.34470104067255714,1.2886988274963527,0.3332528689965893,0.3452444905867919,0.7944181108868908,1.0784408377877261,0.7933853236926699,0.8167666956873593,0.8483622404294086,0.9571168677472878,0.7237273511853153,0.8684642413099506,0.6303580282816098,0.6134059481584363,0.21300766213667582,0.358496113516118,0.22558194931281358,-0.07254042526733312,-0.3452444905862597,-0.7854516780729496,-1.058923301505325,-0.17169630852243914,0.15652553999331456,0.7463889427988879,0.4955767295807864,0.5994888006414497,0.5265454881832974,0.3438316916982151,0.5462760100424271,0.4347097668679062,0.4308258470849144,0.355947782841021,0.359990718798267
-0.34470104067255714,1.552060170479332,1.571546596702725,0.3452371455398437,-3.959015546919968,-2.8567275122084532,-2.1955980017084316,-1.7721358710976582,-2.5854316708376035,-2.241276986947432,-2.250766716828478,-2.175749051972297,-2.0168267571860277,-1.8223414112891916,-1.7722805121162883,-2.2198526550821014,-2.0226273552489933,-2.6302562385966164,-0.3452371455393115,-0.7428362881606488,-0.31523712627444134,-0.5885357380296967,-0.7361601857262633,-0.7277096882220739,-0.8857347861148305,-0.8453127255598196,-0.9714609726755377,-1.090432855511285,-1.0006530912118516,-1.1122349067948571,-1.1494816746751375,-1.056918538991517,-0.8009793361563289
-0.34470104067255714,0.6838529252137817,0.34028697538419644,0.345246514130811,0.3168846113788393,0.7013828213773973,0.8099497402674726,0.9961395357740666,0.9888210039598075,0.9776528616858249,1.0110465988565625,1.1109330683474132,1.1302999756074639,1.131958071044142,1.1329246458820035,0.8188907828294965,0.9451733929772173,1.0674484035408793,-0.3452465141302788,-0.8102378959535312,-0.14091058593841846,-0.39626545682857395,-0.549960628854239,-0.621049315362759,-0.5923499625693509,-0.30098348892088994,-0.44762393255376015,-0.3915910395468235,-0.37086050014308036,-0.22388779889792607,-0.12006639979864549,-0.2546816309660395,-0.2559461167983915
-0.34470104067255714,0.45598099202914993,-0.2730890989956622,0.34524854762342405,0.7944229368477991,0.5645288594022498,0.6447731516195037,0.7153961443654739,0.9015895616417122,1.025671572681177,1.0149315941750843,1.1502250074626061,0.988394749129042,0.8000616214359952,0.7629951857341715,0.2289662807159499,0.36758053109637073,0.5074752792402484,-0.34524854762289187,-0.31505563563360667,0.2019884257672002,-0.1174290718225677,-0.21126817432845021,-0.33859851117994627,-0.5211207532053486,-0.5823654577743111,-0.6992404637661911,-0.830612405459213,-0.8857574906935474,-0.8243548359678787,-0.7232722489667388,-0.8208800597989896,-0.8820064880305124
-0.34470104067255714,0.6120990824672264,1.01604313470645,0.345243439683646,0.5685638283766181,0.9042773457495501,1.129166785631945,1.2604503408648537,1.278533428151625,1.2598156211384386,1.3762143091185604,1.3067549120659516,1.4294197407835945,1.5083913259720512,1.599603692831215,1.6353799149282233,1.7122763718770722,0.7006123967990895,-0.34524343968311383,0.09636903319876852,0.795853386830383,0.4130048971193808,1.1438532621139677,1.6776951673670777,1.9011269543986657,1.650070788040824,1.9813134081727937,2.571837451365765,2.5322018842524736,2.6308500745495267,2.423030904958768,2.2298283271310733,2.064702051075531
-0.34470104067255714,0.4875024673070253,1.720713874698618,0.3452394413437185,-0.7127334193713479,-0.3637491915001422,-0.20192918379561894,-0.6252623566964134,-0.3961176562467809,-0.1719692134023586,-0.4740189228795971,-0.34806225723011713,-0.19940310885380622,-0.1244496116054012,-0.087060862850329,-0.0005038318246200513,0.12178172472463403,0.08630814684601214,-0.3452394413431863,0.18941850660432843,-0.029379341776590868,-0.3115517088036637,-0.5484768665073685,-0.5917310653492701,-0.7363417680487249,-0.754598671486729,-0.6819528022356104,-0.7293200805593146,-0.6332491721778978,-0.762177955936782,-0.6493127761458765,-0.41588188425450207,-0.46258302079908536
-0.34470104067255714,0.2270810905085171,0.557145438290918,0.3452491869863983,-1.483842388071326,-0.7898360282528416,-2.1318424606647595,-1.8356251622076551,-1.4823887787649952,-1.496585489706533,-1.4473052800743043,-1.272731373566548,-1.1102593392249398,-1.34720583659229,-1.1438791355069675,-1.0846959718122915,-1.721440360705362,-1.714848764564151,-0.3452491869858661,-0.43183729675062815,-0.758925403572704,-0.7062461861007289,-0.8534206184673627,-0.893889369638295,-0.8939815119721211,-0.9920965772790584,-1.0235431741979237,-1.119386723826328,-1.1079256716804715,-0.9001038048491045,-0.8756254093815447,-0.9322529910955378,-0.9833303041858756
-0.34470104067255714,0.3717230509908987,0.058453241057570896,0.34524813177219493,0.7944224424169267,-1.2357655142619088,-1.0189533042998329,-0.6396621594061329,-0.38613489495564685,-0.23956532778649062,-0.03921606957208389,-0.015187315722981575,-0.05729369172186968,-0.3096967492948445,-0.3823138317808184,-0.2201756344454181,-0.06963322553018156,-0.022522873848159104,-0.3452481317716628,0.7143758915406753,0.34063611362025914,0.894196047262594,0.8266620455633162,0.5635301730309746,0.48769034181016147,0.4475743352991006,0.5317504193275691,0.3787552750681825,0.21261412644623873,0.09896855130410405,0.40444905685721494,0.26276894962988917,0.40197618493877035
-0.34470104067255714,0.8568956065228425,-0.01044849362593337,0.3452551365772285,0.7944307751550965,1.0863721935841308,-0.3427737702785043,-0.149920055118397,-0.06046373002858189,-0.00015949016759536023,-0.02038445395006363,-0.10646693268159274,-0.5323860407879583,-0.7180226503681637,-0.5903644664691999,-0.8351142175288956,-0.6716522413297484,-0.5051130345555608,-0.3452551365766963,2.103140576902087,1.4156322785256288,1.227109614675769,0.858967911697476,0.6597449128465616,0.4760736461559158,0.4911449502515184,0.502056708838284,0.32556537418304565,0.23090478814756907,0.8823075312566969,0.8540642657808744,0.8195210158401431,0.7275539064407098
