system_time,midpoint,spread,buys,sells,bids_distance_0,bids_distance_1,bids_distance_2,bids_distance_3,bids_distance_4,bids_distance_5,bids_distance_6,bids_distance_7,bids_distance_8,bids_distance_9,bids_distance_10,bids_distance_11,bids_distance_12,bids_distance_13,bids_distance_14,bids_notional_0,bids_notional_1,bids_notional_2,bids_notional_3,bids_notional_4,bids_notional_5,bids_notional_6,bids_notional_7,bids_notional_8,bids_notional_9,bids_notional_10,bids_notional_11,bids_notional_12,bids_notional_13,bids_notional_14,bids_cancel_notional_0,bids_cancel_notional_1,bids_cancel_notional_2,bids_cancel_notional_3,bids_cancel_notional_4,bids_cancel_notional_5,bids_cancel_notional_6,bids_cancel_notional_7,bids_cancel_notional_8,bids_cancel_notional_9,bids_cancel_notional_10,bids_cancel_notional_11,bids_cancel_notional_12,bids_cancel_notional_13,bids_cancel_notional_14,bids_limit_notional_0,bids_limit_notional_1,bids_limit_notional_2,bids_limit_notional_3,bids_limit_notional_4,bids_limit_notional_5,bids_limit_notional_6,bids_limit_notional_7,bids_limit_notional_8,bids_limit_notional_9,bids_limit_notional_10,bids_limit_notional_11,bids_limit_notional_12,bids_limit_notional_13,bids_limit_notional_14,bids_market_notional_0,bids_market_notional_1,bids_market_notional_2,bids_market_notional_3,bids_market_notional_4,bids_market_notional_5,bids_market_notional_6,bids_market_notional_7,bids_market_notional_8,bids_market_notional_9,bids_market_notional_10,bids_market_notional_11,bids_market_notional_12,bids_market_notional_13,bids_market_notional_14,asks_distance_0,asks_distance_1,asks_distance_2,asks_distance_3,asks_distance_4,asks_distance_5,asks_distance_6,asks_distance_7,asks_distance_8,asks_distance_9,asks_distance_10,asks_distance_11,asks_distance_12,asks_distance_13,asks_distance_14,asks_notional_0,asks_notional_1,asks_notional_2,asks_notional_3,asks_notional_4,asks_notional_5,asks_notional_6,asks_notional_7,asks_notional_8,asks_notional_9,asks_notional_10,asks_notional_11,asks_notional_12,asks_notional_13,asks_notional_14,asks_cancel_notional_0,asks_cancel_notional_1,asks_cancel_notional_2,asks_cancel_notional_3,asks_cancel_notional_4,asks_cancel_notional_5,asks_cancel_notional_6,asks_cancel_notional_7,asks_cancel_notional_8,asks_cancel_notional_9,asks_cancel_notional_10,asks_cancel_notional_11,asks_cancel_notional_12,asks_cancel_notional_13,asks_cancel_notional_14,asks_limit_notional_0,asks_limit_notional_1,asks_limit_notional_2,asks_limit_notional_3,asks_limit_notional_4,asks_limit_notional_5,asks_limit_notional_6,asks_limit_notional_7,asks_limit_notional_8,asks_limit_notional_9,asks_limit_notional_10,asks_limit_notional_11,asks_limit_notional_12,asks_limit_notional_13,asks_limit_notional_14,asks_market_notional_0,asks_market_notional_1,asks_market_notional_2,asks_market_notional_3,asks_market_notional_4,asks_market_notional_5,asks_market_notional_6,asks_market_notional_7,asks_market_notional_8,asks_market_notional_9,asks_market_notional_10,asks_market_notional_11,asks_market_notional_12,asks_market_notional_13,asks_market_notional_14
2021-04-11 16:05:00.209673+00:00,59549.345,0.01,860572.9296154774,650088.3578754382,-8.396398243348813e-08,-4.794343112735078e-05,-5.533226430998184e-05,-7.212506170617417e-05,-7.279677083715796e-05,-7.296469993889332e-05,-7.313262904062867e-05,-7.397226727334782e-05,-7.447604730259627e-05,-0.0001119239823310636,-0.00013207533629611135,-0.0001329149818047881,-0.00013375461276154965,-0.0001502115628682077,-0.00015037949196994305,1666.7900390625,18459.41015625,20800.599609375,4942.240234375,4859.52978515625,297.9599914550781,24949.349609375,128021.6171875,19999.58984375,5000.0,4941.93994140625,916.9400024414062,297.94000244140625,128011.859375,128011.84375,156972.765625,0.0,0.0,0.0,0.0,0.0,0.0,25280.029296875,0.0,0.0,0.0,0.0,0.0,139256.328125,83415.7421875,158639.5625,18459.41015625,20800.599609375,4942.240234375,4859.52978515625,297.9599914550781,24949.349609375,153301.65625,19999.58984375,5000.0,4941.93994140625,916.9400024414062,297.94000244140625,267268.1875,211427.578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.396398243348813e-08,2.3258022338268347e-05,6.792686326662078e-05,9.462740854360163e-05,0.00012653371959459037,0.0001550814777147025,0.00017741588817443699,0.00017859139188658446,0.00020965805742889643,0.00026238744612783194,0.0002625553752295673,0.0002759896160569042,0.0002768292324617505,0.00027783680707216263,0.0002835463674273342,20385.990234375,30132.669921875,29776.689453125,8933.25,541.719970703125,1786.760009765625,17083.48046875,8934.0,59.61000061035156,5956.5,8934.75,24958.060546875,4962.64013671875,20008.419921875,272.0,58204.2890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100157.453125,30132.669921875,29776.689453125,8933.25,541.719970703125,1786.760009765625,17083.48046875,8934.0,59.61000061035156,5956.5,8934.75,24958.060546875,4962.64013671875,20008.419921875,272.0,21567.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:10:00.209673+00:00,59647.774999999994,0.01,303322.50162378565,569743.667338602,-8.382542660001491e-08,-1.2992940355616156e-05,-2.003427653107792e-05,-2.0537228920147754e-05,-2.321964166185353e-05,-2.338729245821014e-05,-3.126688170596026e-05,-3.160218329867348e-05,-3.1769835914019495e-05,-3.696701242006384e-05,-4.09906315326225e-05,-4.1158284147968516e-05,-5.037907976657152e-05,-0.00012079243606422096,-0.00012096008867956698,234970.625,1192.93994140625,20001.240234375,5000.0,36514.44140625,918.5499877929688,85766.9609375,82739.8671875,2491.280029296875,918.5399780273438,3380.280029296875,4978.3701171875,918.530029296875,298.44000244140625,298.44000244140625,1068015.625,0.0,0.0,0.0,0.0,0.0,39962.76171875,39962.75,54.63999938964844,0.0,0.0,238581.28125,0.0,0.0,0.0,1326930.75,1192.93994140625,20001.240234375,5000.0,36514.44140625,918.5499877929688,125729.71875,122702.609375,2545.919921875,918.5399780273438,3380.280029296875,243559.65625,918.530029296875,298.44000244140625,298.44000244140625,23944.529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382542660001491e-08,4.107445874979021e-06,3.411694706301205e-05,7.619731331942603e-05,7.636495865881443e-05,9.027998021338135e-05,9.111823601415381e-05,0.00012179833720438182,0.0001378928282065317,0.0001442635548301041,0.0001819850003812462,0.000182152638444677,0.00018416445527691394,0.000184835065738298,0.0001895292807603255,19318.359375,1209.47998046875,882.6799926757812,118.4800033569336,267.3999938964844,279.57000732421875,139.64999389648438,59.70000076293945,7457.0,1789.68994140625,4962.330078125,20005.279296875,2127.639892578125,7783.4599609375,13473.8896484375,275604.8125,162.99000549316406,0.0,0.0,0.0,0.0,2386.1298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295970.21875,2377.070068359375,882.6799926757812,118.4800033569336,267.3999938964844,279.57000732421875,2525.780029296875,59.70000076293945,7457.0,1789.68994140625,4962.330078125,20005.279296875,2127.639892578125,7783.4599609375,13473.8896484375,1047.06005859375,1004.5999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:15:00.209673+00:00,59675.005000000005,0.01,404314.99902633345,181348.6405639359,-8.378717097912158e-08,-1.483032974647358e-05,-8.38709602248855e-05,-8.772517321631312e-05,-0.00020033512555528432,-0.0002005027054110542,-0.00022346038895193487,-0.00022815247939433903,-0.00022832004469819367,-0.00024876411771401763,-0.0002489316975697875,-0.00025982403894886374,-0.00027322996174916625,-0.0002980309654958546,-0.0003251780290156603,3219.9599609375,650.3099975585938,9.949999809265137,1000.0,298.54998779296875,298.54998779296875,1611.260009765625,8949.2099609375,17328.80078125,5966.02001953125,918.77001953125,918.760009765625,918.739990234375,5000.0,51775.1015625,163335.03125,0.0,0.0,0.0,0.0,0.0,0.0,298.5400085449219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172842.21875,650.3099975585938,9.949999809265137,1000.0,298.54998779296875,298.54998779296875,1611.260009765625,9247.75,17328.80078125,5966.02001953125,918.77001953125,918.760009765625,918.739990234375,5000.0,51775.1015625,6287.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.378717097912158e-08,5.865102252755605e-07,1.256807649951952e-06,1.4243819350667764e-06,2.454964123899117e-05,4.11395012633875e-05,4.130707748117857e-05,4.1474650060990825e-05,8.25303650344722e-05,0.00014888981240801513,0.00015927941421978176,0.00016799327568151057,0.00016950145072769374,0.00017754502187017351,0.00019983241509180516,173653.84375,4893.35009765625,89009.0,13558.3798828125,24944.759765625,86869.9375,805.6500244140625,18809.259765625,1366.6700439453125,20006.51953125,5000.0,31674.849609375,30439.41015625,2984.280029296875,1494.4100341796875,1749430.5,0.0,0.0,217794.5625,0.0,0.0,2473.68994140625,0.0,310832.84375,0.0,0.0,0.0,0.0,27903.01953125,0.0,1926884.875,4893.35009765625,89009.0,237797.703125,24944.759765625,86869.9375,3422.830078125,20003.69921875,313021.75,20006.51953125,5000.0,31674.849609375,30439.41015625,30887.30078125,1494.4100341796875,3800.5,0.0,0.0,6444.77978515625,0.0,0.0,143.49000549316406,1194.43994140625,822.239990234375,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:20:00.209673+00:00,59647.565,0.01,286954.55897017993,350446.453551345,-8.382571792253657e-08,-9.47230637393659e-06,-1.3831243450113107e-05,-5.90971321798861e-05,-6.060599480406381e-05,-8.189772779587656e-05,-0.00015633496514055878,-0.0001565026177559048,-0.00016454988508485258,-0.0001647175377001986,-0.00018248858395963907,-0.000192212377442047,-0.00019590070587582886,-0.0002683261118363589,-0.0002787205157801509,27448.390625,59647.0,20001.6796875,999.010009765625,3578.639892578125,20000.3203125,298.4200134277344,918.4299926757812,5963.77978515625,19998.6796875,918.4000244140625,298.4100036621094,918.3900146484375,16153.51953125,1788.9300537109375,45303.55078125,0.0,1845.219970703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73157.15625,59647.0,21846.900390625,999.010009765625,3578.639892578125,20000.3203125,298.4200134277344,918.4299926757812,5963.77978515625,19998.6796875,918.4000244140625,298.4100036621094,918.3900146484375,16153.51953125,1788.9300537109375,405.2099914550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382571792253657e-08,3.5458280763123184e-05,3.629653656389564e-05,7.737113628536463e-05,8.860378147801384e-05,0.00010553657921263948,0.00014091102639213204,0.00014107867900747806,0.00014929359895177186,0.00015113777772057801,0.0001539878430776298,0.00016522049554623663,0.00018450040079187602,0.00022959864872973412,0.00023580175184179097,690.719970703125,4950.919921875,285.0199890136719,18492.1796875,379.2200012207031,267.3399963378906,3073.739990234375,763.0,5216.60986328125,277.9200134277344,5108.4501953125,8948.6103515625,1789.760009765625,20006.8203125,17739.3203125,5271.740234375,0.0,32161.599609375,0.0,0.0,2982.68994140625,0.0,0.0,0.0,2386.260009765625,0.0,0.0,0.0,0.0,0.0,6167.4501953125,4950.919921875,32591.029296875,18492.1796875,379.2200012207031,3250.030029296875,3073.739990234375,763.0,5216.60986328125,2664.179931640625,5108.4501953125,8948.6103515625,1789.760009765625,20006.8203125,17739.3203125,205.0,0.0,144.39999389648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:25:00.209673+00:00,59619.545,0.01,412366.0691267905,381674.008750998,-8.386511751723447e-08,-5.023520498070866e-05,-5.040293399360962e-05,-6.935645069461316e-05,-7.170467142714188e-05,-7.623338751727715e-05,-9.585782390786335e-05,-9.719967056298628e-05,-0.00013057798787485808,-0.00013074571324978024,-0.00014181590813677758,-0.00014198363351169974,-0.0001441641361452639,-0.00015775028441566974,-0.00018995448772329837,1367.5400390625,5961.66015625,226.5399932861328,250.3800048828125,155.0,5961.5,3576.830078125,3576.820068359375,298.2900085449219,918.02001953125,1000.0,524.9299926757812,918.010009765625,918.0,2980.409912109375,12826.3701171875,0.0,54094.921875,7273.080078125,3576.919921875,0.0,0.0,0.0,0.0,0.0,3576.669921875,0.0,0.0,0.0,0.0,15022.669921875,5961.66015625,54321.4609375,7523.4599609375,3731.919921875,5961.5,3576.830078125,3576.820068359375,298.2900085449219,918.02001953125,4576.669921875,524.9299926757812,918.010009765625,918.0,2980.409912109375,828.760009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.386511751723447e-08,3.1030092486616923e-06,2.8765734896296635e-05,2.89334639091976e-05,4.604194691637531e-05,6.281497189775109e-05,6.315042992355302e-05,8.160075958585367e-05,0.00012386876915115863,0.00012420423445291817,0.000146512349601835,0.00015204744704533368,0.00017569740884937346,0.00017586514877621084,0.00020739843603223562,4333.06982421875,28903.650390625,1778.8199462890625,20006.5,413.0,1788.699951171875,6069.0498046875,1335.5699462890625,2981.35009765625,267.3399963378906,20010.76953125,5000.0,17319.060546875,27429.810546875,4909.2900390625,443790.84375,0.0,0.0,0.0,35565.76953125,18483.220703125,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,452625.65625,28903.650390625,1778.8199462890625,20006.5,35978.76953125,20271.919921875,6069.0498046875,1335.5699462890625,2981.35009765625,20267.33984375,20010.76953125,5000.0,17319.060546875,27429.810546875,4909.2900390625,4501.759765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:30:00.209673+00:00,59573.66,3.12,307316.2151049112,149329.01545189926,-2.618606959003955e-05,-2.769680395431351e-05,-2.9543258278863505e-05,-0.00010239424591418356,-0.00010860504698939621,-0.00013193750055506825,-0.0001351268292637542,-0.00017071302863769233,-0.0002450747415423393,-0.00024524261243641376,-0.0002454104833304882,-0.0002455783251207322,-0.0003120506589766592,-0.00031288995523937047,-0.0003130578261334449,3574.330078125,222.69000244140625,735.5399780273438,761.8699951171875,5000.0,1965.6700439453125,20001.220703125,59.61000061035156,16691.23046875,5955.91015625,298.0299987792969,19999.30078125,24953.5703125,24067.189453125,123278.8671875,1457.8599853515625,0.0,14648.83984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13936.1298828125,2508932.75,5032.18994140625,222.69000244140625,15384.3798828125,761.8699951171875,5000.0,1965.6700439453125,20001.220703125,59.61000061035156,16691.23046875,5955.91015625,298.0299987792969,19999.30078125,24953.5703125,38003.3203125,2644117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11905.830078125,2.618606959003955e-05,3.222900704713538e-05,3.927910438505933e-05,4.397916927700862e-05,4.616134174284525e-05,4.683277802541852e-05,5.23721391800791e-05,6.596875027753413e-05,8.309041004395112e-05,8.56083061080426e-05,9.131552360486239e-05,9.349769970867783e-05,9.366555605083704e-05,9.534414857625961e-05,0.00012337666703388095,1159.469970703125,8936.33984375,118.02999877929688,917.469970703125,917.47998046875,2978.820068359375,8936.51953125,917.489990234375,904.02001953125,904.02001953125,565.02001953125,122198.3515625,7820.4599609375,298.1300048828125,47.65999984741211,0.0,148938.953125,148940.0,0.0,0.0,172119.984375,148941.953125,0.0,95756.109375,0.0,18469.51953125,904.030029296875,145257.515625,0.0,0.0,1787.260009765625,157875.296875,149058.03125,917.469970703125,917.47998046875,175098.8125,157878.46875,917.489990234375,96660.1328125,904.02001953125,19034.5390625,124233.0390625,154194.40625,298.1300048828125,47.65999984741211,627.7899780273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.6500244140625,1116.4300537109375,0.0,0.0
2021-04-11 16:35:00.209673+00:00,59580.835,0.01,375362.3971057102,328222.99146557046,-8.391960193421255e-08,-0.00016825880447868258,-0.00016976935148704797,-0.00017446884885430336,-0.00017463669064454734,-0.00021088996436446905,-0.00021391107293311507,-0.00022498845646623522,-0.0002251562982564792,-0.00023321257322095335,-0.00023338041501119733,-0.00025016433210112154,-0.00025100354105234146,-0.0002790326834656298,-0.0002912849304266274,660.1900024414062,761.9099731445312,761.9099731445312,2978.52001953125,5957.0400390625,4944.169921875,155.9199981689453,5956.740234375,373.2699890136719,122112.2265625,122317.7109375,24898.560546875,122110.046875,917.2899780273438,20003.810546875,686.6599731445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12244.400390625,121403.59375,0.0,104351.109375,0.0,0.0,1461.4300537109375,761.9099731445312,761.9099731445312,2978.52001953125,5957.0400390625,4944.169921875,155.9199981689453,5956.740234375,373.2699890136719,134356.625,243721.296875,24898.560546875,226461.15625,917.2899780273438,20003.810546875,114.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.391960193421255e-08,5.790452632936649e-06,1.3678894902113825e-05,2.5091962015721947e-05,2.7106030756840482e-05,3.969397221226245e-05,4.053316661156714e-05,4.808593075722456e-05,7.47723679523915e-05,8.064673602348194e-05,8.350000280188397e-05,9.440955182071775e-05,0.00010078744526254013,0.00010162663966184482,0.00010313719394616783,141223.0,87518.4609375,917.5599975585938,20008.890625,917.5700073242188,2383.330078125,917.5800170898438,162.60000610351562,5000.0,7679.0498046875,297.92999267578125,139.58999633789062,29912.58984375,8938.0302734375,20010.849609375,28551.609375,7638.5498046875,0.0,0.0,0.0,0.0,0.0,30019.240234375,0.0,917.6199951171875,0.0,2085.64990234375,0.0,0.0,0.0,172042.140625,96163.3515625,917.5599975585938,20008.890625,917.5700073242188,2383.330078125,917.5800170898438,30019.240234375,5000.0,8596.669921875,297.92999267578125,2225.239990234375,29912.58984375,8938.0302734375,20010.849609375,2267.530029296875,1006.3300170898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 16:40:00.209673+00:00,59562.795,0.01,378066.5463456959,132901.6208015571,-8.394501804787069e-08,-4.826838630833663e-05,-7.009409455349669e-05,-7.748125062789768e-05,-7.764914334984496e-05,-0.00010786935308715329,-0.00012902349408250302,-0.00012986295041628182,-0.000138089555548504,-0.00013909689732827246,-0.00013926478277426213,-0.00014195102266967297,-0.00014413359167519957,-0.00015907581837382168,-0.00016159415827132761,1745.469970703125,5000.0,18463.169921875,5172.16015625,297.7900085449219,20001.380859375,24953.58984375,117741.8671875,17556.119140625,98117.3203125,29.780000686645508,59.54999923706055,917.1300048828125,917.1199951171875,2766.840087890625,644580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.7099609375,0.0,0.0,0.0,0.0,646325.5,5000.0,18463.169921875,5172.16015625,297.7900085449219,20001.380859375,24953.58984375,117741.8671875,17556.119140625,98117.3203125,4490.41015625,59.54999923706055,917.1300048828125,917.1199951171875,2766.840087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.394501804787069e-08,6.237115303520113e-05,6.321060209302232e-05,9.66207153396681e-05,9.81317280093208e-05,0.00012264367251191288,0.00012768038141075522,0.00013607487198896706,0.00014715561701450497,0.00015370332403108478,0.0001906391407828778,0.00019080702622886747,0.00023110063921194524,0.00023815201711840928,0.0002473859640303999,8307.849609375,4944.02001953125,20007.099609375,20005.91015625,23827.4609375,917.3800048828125,234.47000122070312,917.3900146484375,8935.73046875,917.4099731445312,298.1000061035156,8340.3798828125,13633.6103515625,88894.8125,20009.939453125,0.0,0.0,1224749.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21590.310546875,0.0,0.0,9434.75,4944.02001953125,1253983.875,20005.91015625,23827.4609375,917.3800048828125,234.47000122070312,917.3900146484375,8935.73046875,917.4099731445312,298.1000061035156,8340.3798828125,38711.421875,88894.8125,20009.939453125,1126.9000244140625,0.0,9227.7197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.510009765625,0.0,0.0
2021-04-11 16:45:00.209673+00:00,59507.255000000005,0.01,464015.075802333,182616.5637545212,-8.402336959534296e-08,-2.8147827833890915e-05,-4.948976493324153e-05,-7.066364923957735e-05,-0.00016628224693704396,-0.00021518384164664894,-0.00021602408378385007,-0.00022745125170331448,-0.0002276193117722869,-0.00022778735728934407,-0.00022795540280640125,-0.00029315752908587456,-0.00029332557460293174,-0.00029416580218821764,-0.00030794565100222826,2800.679931640625,15355.3896484375,1487.6099853515625,7018.35009765625,5000.0,4938.0400390625,3129.389892578125,16522.080078125,120772.2265625,120772.2109375,120772.1875,297.67999267578125,24926.23046875,916.1400146484375,916.1300048828125,0.0,197792.59375,0.0,0.0,0.0,0.0,0.0,0.0,24927.859375,53378.87109375,81384.3828125,5948.97998046875,0.0,0.0,0.0,2891.1298828125,213155.640625,1487.6099853515625,7018.35009765625,5000.0,4938.0400390625,3129.389892578125,16522.080078125,145700.09375,174151.078125,202268.234375,6246.66015625,24926.23046875,916.1400146484375,916.1300048828125,90.44999694824219,7.670000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.66000366210938,0.0,0.0,0.0,0.0,8.402336959534296e-08,2.2602285753237084e-05,2.2770333089283668e-05,3.3525324397487566e-05,3.3861419069580734e-05,3.621407086029649e-05,3.6550165532389656e-05,3.6886260204482824e-05,4.982585596735589e-05,7.654528599232435e-05,7.671333878533915e-05,7.80577101977542e-05,9.805527224671096e-05,0.00010410495451651514,0.00011452384933363646,120790.7734375,297.7799987792969,916.4299926757812,95193.7109375,3929.949951171875,916.4400024414062,103603.2421875,59509.44921875,916.4600219726562,105811.796875,510.2699890136719,277.6499938964844,1785.3900146484375,4939.6201171875,24936.400390625,63019.05078125,0.0,0.0,6440.93994140625,267895.78125,0.0,0.0,0.0,0.0,0.0,2993441.75,109232.75,0.0,0.0,0.0,183818.796875,297.7799987792969,916.4299926757812,102328.7578125,271825.71875,916.4400024414062,103603.2421875,59509.44921875,916.4600219726562,105811.796875,3010862.75,109510.3984375,1785.3900146484375,4939.6201171875,24936.400390625,8.960000038146973,0.0,0.0,694.1099853515625,0.0,0.0,0.0,0.0,0.0,0.0,16910.94921875,0.0,0.0,0.0,0.0
2021-04-11 16:50:00.209673+00:00,59548.015,2.79,511014.0762214328,348927.3328653851,-2.3426473489962518e-05,-2.3594404410687275e-05,-7.598909724038094e-05,-8.10270503279753e-05,-8.908777090255171e-05,-9.328606392955408e-05,-0.0001005071317194961,-0.00012536102440208197,-0.0001345972705166787,-0.00014299385657068342,-0.00014332971477415413,-0.00015777183580212295,-0.0001960602676263079,-0.000265416078036651,-0.00026558400713838637,2195.830078125,19513.5390625,18458.48046875,22.610000610351562,29.770000457763672,20001.919921875,3572.52001953125,916.9199829101562,498.260009765625,17574.779296875,916.9099731445312,916.8900146484375,19999.759765625,297.8900146484375,5953.22021484375,0.0,371.80999755859375,0.0,0.0,916.9600219726562,0.0,0.0,3572.429931640625,0.0,0.0,0.0,0.0,916.8599853515625,0.0,0.0,2195.830078125,20375.470703125,18458.48046875,22.610000610351562,946.72998046875,20001.919921875,3572.52001953125,4489.35986328125,498.260009765625,17574.779296875,916.9099731445312,916.8900146484375,20916.619140625,297.8900146484375,5953.22021484375,0.0,490.1199951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3426473489962518e-05,2.426613173156511e-05,2.7624766516964883e-05,4.9791753554018214e-05,4.995968265575357e-05,5.012761539546773e-05,8.539327245671302e-05,8.58970670378767e-05,0.0001045374883688055,0.00011159061978105456,0.00011646064376691356,0.00012384963338263333,0.00017960296827368438,0.00018044262833427638,0.00018178607570007443,4517.3798828125,1771.31005859375,8932.4501953125,675.9500122070312,4868.580078125,59.54999923706055,298.0,4942.91015625,5000.0,8933.2001953125,29080.6796875,19057.720703125,2977.93994140625,214.1999969482422,20007.76953125,0.0,0.0,0.0,0.0,0.0,0.0,1351.949951171875,0.0,0.0,0.0,0.0,0.0,0.0,168352.765625,0.0,4942.60009765625,1786.47998046875,8932.4501953125,675.9500122070312,4868.580078125,59.54999923706055,1649.93994140625,4942.91015625,5000.0,8933.2001953125,29080.6796875,19057.720703125,2977.93994140625,173805.0625,20007.76953125,425.2300109863281,15.170000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.10986328125,0.0
